tile_global,class,page,page_local,stem,obj_idx,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,image,rendered,mean_miou,poor
4188,lemon,1,26,lemon001T(16),0,427,297,563,419,images\lemon001T(16).jpg,True,0.7802276341586942,False
4189,lemon,1,27,lemon001T(17),0,469,288,641,499,images\lemon001T(17).jpg,True,0.7404276867856974,False
4190,lemon,1,28,lemon001T(18),0,434,282,638,457,images\lemon001T(18).jpg,True,0.7028096872500481,False
4191,lemon,1,29,lemon001T(2),0,427,239,588,422,images\lemon001T(2).jpg,True,0.7151490459759429,False
4192,lemon,1,30,lemon001T(3),0,381,253,565,408,images\lemon001T(3).jpg,True,0.7555984900216444,False
4193,lemon,1,31,lemon001T(4),0,401,258,546,432,images\lemon001T(4).jpg,True,0.7528415586066535,False
4194,lemon,1,32,lemon001T(5),0,447,257,625,416,images\lemon001T(5).jpg,True,0.7417055381664945,False
4195,lemon,1,33,lemon001T(6),0,438,254,587,433,images\lemon001T(6).jpg,True,0.7734190864869552,False
4196,lemon,1,34,lemon001T(7),0,432,196,607,409,images\lemon001T(7).jpg,True,0.7463979499794997,False
4197,lemon,1,35,lemon001T(8),0,453,256,627,410,images\lemon001T(8).jpg,True,0.7626605326902933,False
4198,lemon,1,36,lemon001T(9),0,405,180,562,376,images\lemon001T(9).jpg,True,0.7264263714018968,False
4199,lemon,1,37,lemon002S(1),0,529,325,771,517,images\lemon002S(1).jpg,True,0.7178364730037091,False
4200,lemon,1,38,lemon002S(10),0,519,264,649,387,images\lemon002S(10).jpg,True,0.731645120522881,False
4201,lemon,1,39,lemon002S(11),0,516,250,673,373,images\lemon002S(11).jpg,True,0.7657046706098307,False
4202,lemon,1,40,lemon002S(12),0,478,251,608,376,images\lemon002S(12).jpg,True,0.7581738673699561,False
4203,lemon,1,41,lemon002S(13),0,469,277,617,400,images\lemon002S(13).jpg,True,0.7542322635135135,False
4204,lemon,1,42,lemon002S(14),0,477,315,607,442,images\lemon002S(14).jpg,True,0.7521544952705046,False
4205,lemon,1,43,lemon002S(15),0,494,248,644,371,images\lemon002S(15).jpg,True,0.757887161583163,False
4206,lemon,1,44,lemon002S(16),0,515,247,656,374,images\lemon002S(16).jpg,True,0.7436885612088779,False
4207,lemon,1,45,lemon002S(17),0,488,285,643,411,images\lemon002S(17).jpg,True,0.7523915029555392,False
4208,lemon,1,46,lemon002S(18),0,488,268,626,396,images\lemon002S(18).jpg,True,0.7651566068906233,False
4209,lemon,1,47,lemon002S(19),0,471,286,634,406,images\lemon002S(19).jpg,True,0.7383858157671095,False
4210,lemon,1,48,lemon002S(2),0,463,265,595,387,images\lemon002S(2).jpg,True,0.7673505149547761,False
4211,lemon,1,49,lemon002S(20),0,481,245,620,372,images\lemon002S(20).jpg,True,0.7545355473387416,False
4212,lemon,1,50,lemon002S(21),0,493,279,651,401,images\lemon002S(21).jpg,True,0.7336567078351248,False
4213,lemon,1,51,lemon002S(22),0,472,248,611,373,images\lemon002S(22).jpg,True,0.7440447995443431,False
4214,lemon,1,52,lemon002S(23),0,475,271,624,396,images\lemon002S(23).jpg,True,0.7571562353446211,False
4215,lemon,1,53,lemon002S(24),0,473,243,603,370,images\lemon002S(24).jpg,True,0.7374103178269162,False
4216,lemon,1,54,lemon002S(25),0,465,278,621,404,images\lemon002S(25).jpg,True,0.7213649587980739,False
4217,lemon,1,55,lemon002S(26),0,554,326,750,513,images\lemon002S(26).jpg,True,0.732613078383586,False
4218,lemon,1,56,lemon002S(3),0,483,259,638,382,images\lemon002S(3).jpg,True,0.7807603995296093,False
4219,lemon,1,57,lemon002S(4),0,487,240,619,364,images\lemon002S(4).jpg,True,0.7623436365654432,False
4220,lemon,1,58,lemon002S(5),0,498,295,657,420,images\lemon002S(5).jpg,True,0.7300424946672943,False
4221,lemon,1,59,lemon002S(6),0,499,282,634,405,images\lemon002S(6).jpg,True,0.7650194621446268,False
4222,lemon,1,60,lemon002S(7),0,487,246,635,365,images\lemon002S(7).jpg,True,0.7812361347213406,False
4223,lemon,1,61,lemon002S(8),0,505,287,634,412,images\lemon002S(8).jpg,True,0.7677528846107954,False
4224,lemon,1,62,lemon002S(9),0,499,277,647,401,images\lemon002S(9).jpg,True,0.7746824887003125,False
4225,lemon,1,63,lemon002T(1),0,448,247,623,460,images\lemon002T(1).jpg,True,0.7661109390949459,False
4226,lemon,1,64,lemon002T(10),0,416,320,590,485,images\lemon002T(10).jpg,True,0.7751711119094105,False
4227,lemon,1,65,lemon002T(11),0,457,242,626,432,images\lemon002T(11).jpg,True,0.7671449631869149,False
4228,lemon,1,66,lemon002T(12),0,430,235,619,410,images\lemon002T(12).jpg,True,0.7268857433029735,False
4229,lemon,1,67,lemon002T(13),0,466,204,648,414,images\lemon002T(13).jpg,True,0.7579400580821027,False
4230,lemon,1,68,lemon002T(14),0,414,228,591,382,images\lemon002T(14).jpg,True,0.7867416482415501,False
4231,lemon,1,69,lemon002T(15),0,424,250,567,409,images\lemon002T(15).jpg,True,0.7465475068102775,False
4232,lemon,1,70,lemon002T(16),0,379,221,570,390,images\lemon002T(16).jpg,True,0.7183123777068161,False
4233,lemon,1,71,lemon002T(17),0,442,261,625,459,images\lemon002T(17).jpg,True,0.7516011964943146,False
4234,lemon,1,72,lemon002T(18),0,385,172,602,361,images\lemon002T(18).jpg,True,0.7301008280674175,False
4235,lemon,1,73,lemon002T(19),0,406,188,574,389,images\lemon002T(19).jpg,True,0.7310001374799711,False
4236,lemon,1,74,lemon002T(2),0,419,264,603,424,images\lemon002T(2).jpg,True,0.7335895503748664,False
4237,lemon,1,75,lemon002T(20),0,419,222,604,384,images\lemon002T(20).jpg,True,0.7148551024547731,False
4238,lemon,1,76,lemon002T(21),0,437,208,590,385,images\lemon002T(21).jpg,True,0.7176017130887261,False
4239,lemon,1,77,lemon002T(22),0,399,236,581,404,images\lemon002T(22).jpg,True,0.7234388634166196,False
4240,lemon,1,78,lemon002T(23),0,430,233,611,435,images\lemon002T(23).jpg,True,0.7292402108165654,False
4241,lemon,1,79,lemon002T(24),0,406,223,621,402,images\lemon002T(24).jpg,True,0.698947234906139,False
4242,lemon,1,80,lemon002T(25),0,406,207,563,408,images\lemon002T(25).jpg,True,0.7397111602107003,False
4243,lemon,2,1,lemon002T(26),0,356,227,513,364,images\lemon002T(26).jpg,True,0.7153459329377267,False
4244,lemon,2,2,lemon002T(3),0,419,283,576,474,images\lemon002T(3).jpg,True,0.7578700322646682,False
4245,lemon,2,3,lemon002T(4),0,361,309,530,456,images\lemon002T(4).jpg,True,0.7651182621337509,False
4246,lemon,2,4,lemon002T(5),0,423,235,595,424,images\lemon002T(5).jpg,True,0.7901561079199095,False
4247,lemon,2,5,lemon002T(6),0,381,322,570,487,images\lemon002T(6).jpg,True,0.7566437485550459,False
4248,lemon,2,6,lemon002T(7),0,453,239,618,430,images\lemon002T(7).jpg,True,0.7660243126708179,False
4249,lemon,2,7,lemon002T(8),0,395,256,570,419,images\lemon002T(8).jpg,True,0.7256676091162282,False
4250,lemon,2,8,lemon002T(9),0,429,219,597,407,images\lemon002T(9).jpg,True,0.7337316266508022,False
4251,lemon,2,9,lemon003S(1),0,466,162,602,300,images\lemon003S(1).jpg,True,0.7558612635281228,False
4252,lemon,2,10,lemon003S(10),0,481,181,642,323,images\lemon003S(10).jpg,True,0.7641416668686227,False
4253,lemon,2,11,lemon003S(11),0,484,187,628,329,images\lemon003S(11).jpg,True,0.7484655578362127,False
4254,lemon,2,12,lemon003S(12),0,485,190,654,331,images\lemon003S(12).jpg,True,0.7170200391032129,False
4255,lemon,2,13,lemon003S(13),0,477,187,625,328,images\lemon003S(13).jpg,True,0.7399580738587617,False
4256,lemon,2,14,lemon003S(14),0,474,203,629,331,images\lemon003S(14).jpg,True,0.7682425712673052,False
4257,lemon,2,15,lemon003S(15),0,465,187,602,322,images\lemon003S(15).jpg,True,0.7720014732288059,False
4258,lemon,2,16,lemon003S(16),0,455,168,611,309,images\lemon003S(16).jpg,True,0.742730054825472,False
4259,lemon,2,17,lemon003S(17),0,488,170,630,309,images\lemon003S(17).jpg,True,0.7825746458498072,False
4260,lemon,2,18,lemon003S(18),0,472,176,624,313,images\lemon003S(18).jpg,True,0.7597480042808856,False
4261,lemon,2,19,lemon003S(2),0,455,168,610,302,images\lemon003S(2).jpg,True,0.7559942744523858,False
4262,lemon,2,20,lemon003S(3),0,433,192,572,335,images\lemon003S(3).jpg,True,0.7733126340407224,False
4263,lemon,2,21,lemon003S(4),0,463,183,625,323,images\lemon003S(4).jpg,True,0.7303089507825687,False
4264,lemon,2,22,lemon003S(5),0,478,179,621,319,images\lemon003S(5).jpg,True,0.7517655857692567,False
4265,lemon,2,23,lemon003S(6),0,478,190,635,326,images\lemon003S(6).jpg,True,0.7594496038742149,False
4266,lemon,2,24,lemon003S(7),0,492,220,631,355,images\lemon003S(7).jpg,True,0.7530468642374983,False
4267,lemon,2,25,lemon003S(8),0,480,193,638,332,images\lemon003S(8).jpg,True,0.7081485100359535,False
4268,lemon,2,26,lemon003S(9),0,497,224,638,360,images\lemon003S(9).jpg,True,0.7612276388800496,False
4269,lemon,2,27,lemon003T(1),0,510,275,677,463,images\lemon003T(1).jpg,True,0.7252195801794926,False
4270,lemon,2,28,lemon003T(10),0,527,290,698,453,images\lemon003T(10).jpg,True,0.752934362944855,False
4271,lemon,2,29,lemon003T(11),0,448,242,598,406,images\lemon003T(11).jpg,True,0.7676042751642531,False
4272,lemon,2,30,lemon003T(12),0,462,257,642,415,images\lemon003T(12).jpg,True,0.7472709169502232,False
4273,lemon,2,31,lemon003T(13),0,487,272,645,451,images\lemon003T(13).jpg,True,0.7567146620420062,False
4274,lemon,2,32,lemon003T(14),0,468,297,643,451,images\lemon003T(14).jpg,True,0.7643857527426781,False
4275,lemon,2,33,lemon003T(15),0,496,232,655,412,images\lemon003T(15).jpg,True,0.7605141815906898,False
4276,lemon,2,34,lemon003T(16),0,513,292,694,453,images\lemon003T(16).jpg,True,0.7859925146284656,False
4277,lemon,2,35,lemon003T(17),0,513,208,682,394,images\lemon003T(17).jpg,True,0.7331462850507775,False
4278,lemon,2,36,lemon003T(18),0,467,269,636,426,images\lemon003T(18).jpg,True,0.7580160420865205,False
4279,lemon,2,37,lemon003T(2),0,440,273,606,427,images\lemon003T(2).jpg,True,0.7563396252569823,False
4280,lemon,2,38,lemon003T(3),0,498,245,656,424,images\lemon003T(3).jpg,True,0.7207277100792236,False
4281,lemon,2,39,lemon003T(4),0,470,332,658,498,images\lemon003T(4).jpg,True,0.7276677028025731,False
4282,lemon,2,40,lemon003T(5),0,483,275,644,451,images\lemon003T(5).jpg,True,0.7297987114371295,False
4283,lemon,2,41,lemon003T(6),0,450,315,634,478,images\lemon003T(6).jpg,True,0.7059436712562785,False
4284,lemon,2,42,lemon003T(7),0,471,212,630,398,images\lemon003T(7).jpg,True,0.742922059383327,False
4285,lemon,2,43,lemon003T(8),0,464,299,647,460,images\lemon003T(8).jpg,True,0.7262424856703481,False
4286,lemon,2,44,lemon003T(9),0,510,292,664,466,images\lemon003T(9).jpg,True,0.782157250463872,False
4287,lemon,2,45,lemon004S(1),0,492,176,644,302,images\lemon004S(1).jpg,True,0.7749882774516492,False
4288,lemon,2,46,lemon004S(10),0,498,181,629,306,images\lemon004S(10).jpg,True,0.7447065050614001,False
4289,lemon,2,47,lemon004S(11),0,481,169,624,289,images\lemon004S(11).jpg,True,0.7841737867149545,False
4290,lemon,2,48,lemon004S(12),0,460,216,583,341,images\lemon004S(12).jpg,True,0.7712024471653368,False
4291,lemon,2,49,lemon004S(2),0,490,156,618,282,images\lemon004S(2).jpg,True,0.7407132204335853,False
4292,lemon,2,50,lemon004S(3),0,491,161,644,286,images\lemon004S(3).jpg,True,0.7416544519296728,False
4293,lemon,2,51,lemon004S(4),0,502,195,636,319,images\lemon004S(4).jpg,True,0.7592576905168777,False
4294,lemon,2,52,lemon004S(5),0,496,171,643,296,images\lemon004S(5).jpg,True,0.768749705135104,False
4295,lemon,2,53,lemon004S(6),0,481,176,611,298,images\lemon004S(6).jpg,True,0.7519030960542716,False
4296,lemon,2,54,lemon004S(7),0,476,172,621,294,images\lemon004S(7).jpg,True,0.7633532315751814,False
4297,lemon,2,55,lemon004S(8),0,491,214,625,338,images\lemon004S(8).jpg,True,0.732527300275851,False
4298,lemon,2,56,lemon004S(9),0,470,167,615,289,images\lemon004S(9).jpg,True,0.7491290257501824,False
4299,lemon,2,57,lemon004T(1),0,450,283,594,447,images\lemon004T(1).jpg,True,0.7666228325747673,False
4300,lemon,2,58,lemon004T(10),0,434,230,623,398,images\lemon004T(10).jpg,True,0.7416729038798584,False
4301,lemon,2,59,lemon004T(11),0,479,269,632,451,images\lemon004T(11).jpg,True,0.7930468070847004,False
4302,lemon,2,60,lemon004T(12),0,449,286,635,444,images\lemon004T(12).jpg,True,0.7234680463630326,False
4303,lemon,2,61,lemon004T(2),0,418,255,595,408,images\lemon004T(2).jpg,True,0.7449622508749394,False
4304,lemon,2,62,lemon004T(3),0,457,237,627,442,images\lemon004T(3).jpg,True,0.7460390684043149,False
4305,lemon,2,63,lemon004T(4),0,413,262,601,431,images\lemon004T(4).jpg,True,0.7660579093820814,False
4306,lemon,2,64,lemon004T(5),0,462,234,614,417,images\lemon004T(5).jpg,True,0.7614639342643117,False
4307,lemon,2,65,lemon004T(6),0,432,231,603,380,images\lemon004T(6).jpg,True,0.7298472815308744,False
4308,lemon,2,66,lemon004T(7),0,439,231,582,396,images\lemon004T(7).jpg,True,0.7218305235567891,False
4309,lemon,2,67,lemon004T(8),0,412,274,589,425,images\lemon004T(8).jpg,True,0.7588327586562994,False
4310,lemon,2,68,lemon004T(9),0,488,272,637,450,images\lemon004T(9).jpg,True,0.7488924865427844,False
4311,lemon,2,69,mix009S(1),1,606,261,746,387,images\mix009S(1).jpg,True,0.7492814840954679,False
4312,lemon,2,70,mix009S(2),0,299,296,428,417,images\mix009S(2).jpg,True,0.7724719734202076,False
4313,lemon,2,71,mix009S(3),1,590,259,722,382,images\mix009S(3).jpg,True,0.7639473991373168,False
4314,lemon,2,72,mix009S(4),0,297,240,422,357,images\mix009S(4).jpg,True,0.7942846437692919,False
4315,lemon,2,73,mix009T(1),1,382,376,536,515,images\mix009T(1).jpg,True,0.773505089480806,False
4316,lemon,2,74,mix009T(2),0,361,108,521,253,images\mix009T(2).jpg,True,0.7712425093498428,False
4317,lemon,2,75,mix009T(3),1,417,405,584,559,images\mix009T(3).jpg,True,0.7620330265704159,False
4318,lemon,2,76,mix009T(4),0,405,82,557,217,images\mix009T(4).jpg,True,0.7540538995773994,False
4319,lemon,2,77,mix010S(1),1,612,220,757,352,images\mix010S(1).jpg,True,0.7752411647120855,False
4320,lemon,2,78,mix010S(2),0,307,284,432,401,images\mix010S(2).jpg,True,0.7597153587043565,False
4321,lemon,2,79,mix010S(3),1,607,261,757,395,images\mix010S(3).jpg,True,0.7595680092994478,False
4322,lemon,2,80,mix010S(4),0,333,243,470,369,images\mix010S(4).jpg,True,0.8049043860887962,False
4323,lemon,3,1,mix010S(5),1,604,230,751,364,images\mix010S(5).jpg,True,0.7794598295958344,False
4324,lemon,3,2,mix010S(6),0,324,267,452,390,images\mix010S(6).jpg,True,0.7697200661082122,False
4325,lemon,3,3,mix010T(1),1,359,419,515,557,images\mix010T(1).jpg,True,0.740544273211443,False
4326,lemon,3,4,mix010T(2),0,427,49,610,209,images\mix010T(2).jpg,True,0.7640249848981849,False
4327,lemon,3,5,mix010T(3),1,387,402,587,580,images\mix010T(3).jpg,True,0.7287717347881464,False
4328,lemon,3,6,mix010T(4),1,349,363,515,504,images\mix010T(4).jpg,True,0.762939255012307,False
4329,lemon,3,7,mix010T(5),0,367,69,540,227,images\mix010T(5).jpg,True,0.7506748930071533,False
4330,lemon,3,8,mix010T(6),1,380,366,538,505,images\mix010T(6).jpg,True,0.7731835395140093,False
4331,lemon,3,9,mix010T(7),0,399,135,562,269,images\mix010T(7).jpg,True,0.7523354672909939,False
4332,lemon,3,10,mix012S(1),0,312,172,450,306,images\mix012S(1).jpg,True,0.7535066860341252,False
4333,lemon,3,11,mix012S(2),1,562,177,713,319,images\mix012S(2).jpg,True,0.7442034483480416,False
4334,lemon,3,12,mix012S(3),1,290,214,428,346,images\mix012S(3).jpg,True,0.7907309081007198,False
4335,lemon,3,13,mix012S(4),1,619,189,765,324,images\mix012S(4).jpg,True,0.7722933504667885,False
4336,lemon,3,14,mix012T(1),0,395,71,550,220,images\mix012T(1).jpg,True,0.7324711899881798,False
4337,lemon,3,15,mix012T(2),1,396,367,543,501,images\mix012T(2).jpg,True,0.7432477511646215,False
4338,lemon,3,16,mix012T(3),0,375,65,531,201,images\mix012T(3).jpg,True,0.7474770636884284,False
4339,lemon,3,17,mix012T(4),1,340,377,486,511,images\mix012T(4).jpg,True,0.7739478670147095,False
4340,lemon,3,18,mix013S(1),0,316,206,454,331,images\mix013S(1).jpg,True,0.748808013031709,False
4341,lemon,3,19,mix013S(2),1,603,176,746,305,images\mix013S(2).jpg,True,0.7778898293637377,False
4342,lemon,3,20,mix013S(3),0,325,181,454,310,images\mix013S(3).jpg,True,0.7810740493755396,False
4343,lemon,3,21,mix013S(4),1,602,193,748,329,images\mix013S(4).jpg,True,0.7966119296293805,False
4344,lemon,3,22,mix013T(1),0,388,78,531,208,images\mix013T(1).jpg,True,0.7382150370105626,False
4345,lemon,3,23,mix013T(2),1,395,366,529,487,images\mix013T(2).jpg,True,0.7684421182184166,False
4346,lemon,3,24,mix013T(3),0,376,90,531,227,images\mix013T(3).jpg,True,0.7504844388249392,False
4347,lemon,3,25,mix013T(4),1,363,352,500,483,images\mix013T(4).jpg,True,0.7361748933155262,False
4348,litchi,1,1,litchi001S(1),0,476,297,583,410,images\litchi001S(1).jpg,True,0.7263686855329278,False
4349,litchi,1,2,litchi001S(2),0,523,328,632,442,images\litchi001S(2).jpg,True,0.7433363495042427,False
4350,litchi,1,3,litchi001S(3),0,480,303,597,415,images\litchi001S(3).jpg,True,0.7258333953076102,False
4351,litchi,1,4,litchi001S(4),0,501,325,605,430,images\litchi001S(4).jpg,True,0.7833317764370153,False
4352,litchi,1,5,litchi001S(5),0,488,300,604,410,images\litchi001S(5).jpg,True,0.7175494091207517,False
4353,litchi,1,6,litchi001S(6),0,480,318,594,425,images\litchi001S(6).jpg,True,0.7384394878998641,False
4354,litchi,1,7,litchi001S(7),0,531,335,647,442,images\litchi001S(7).jpg,True,0.7328481501533075,False
4355,litchi,1,8,litchi001T(1),0,453,236,596,368,images\litchi001T(1).jpg,True,0.7361013675016865,False
4356,litchi,1,9,litchi001T(2),0,397,219,545,372,images\litchi001T(2).jpg,True,0.7763633964635186,False
4357,litchi,1,10,litchi001T(3),0,438,220,574,368,images\litchi001T(3).jpg,True,0.750184954981088,False
4358,litchi,1,11,litchi001T(4),0,456,242,594,370,images\litchi001T(4).jpg,True,0.6931278742357551,False
4359,litchi,1,12,litchi001T(5),0,442,268,557,391,images\litchi001T(5).jpg,True,0.7536476617622281,False
4360,litchi,1,13,litchi001T(6),0,429,214,560,338,images\litchi001T(6).jpg,True,0.7282713184595169,False
4361,litchi,1,14,litchi001T(7),0,465,207,608,356,images\litchi001T(7).jpg,True,0.7414795351067912,False
4362,litchi,1,15,litchi002S(1),0,467,312,583,413,images\litchi002S(1).jpg,True,0.7421966754307388,False
4363,litchi,1,16,litchi002S(2),0,501,294,618,398,images\litchi002S(2).jpg,True,0.7347273558409588,False
4364,litchi,1,17,litchi002S(3),0,491,323,609,421,images\litchi002S(3).jpg,True,0.774411600365237,False
4365,litchi,1,18,litchi002S(4),0,496,290,618,394,images\litchi002S(4).jpg,True,0.728372859765464,False
4366,litchi,1,19,litchi002S(5),0,487,310,610,414,images\litchi002S(5).jpg,True,0.7460249342619987,False
4367,litchi,1,20,litchi002S(6),0,498,283,619,387,images\litchi002S(6).jpg,True,0.7661801445342782,False
4368,litchi,1,21,litchi002S(7),0,493,308,606,412,images\litchi002S(7).jpg,True,0.7582490249315836,False
4369,litchi,1,22,litchi002S(8),0,476,302,588,405,images\litchi002S(8).jpg,True,0.7562790894042679,False
4370,litchi,1,23,litchi002T(1),0,447,260,564,381,images\litchi002T(1).jpg,True,0.7439194467418666,False
4371,litchi,1,24,litchi002T(2),0,442,239,582,376,images\litchi002T(2).jpg,True,0.7297892086058502,False
4372,litchi,1,25,litchi002T(3),0,431,224,575,363,images\litchi002T(3).jpg,True,0.7584452776811024,False
4373,litchi,1,26,litchi002T(4),0,445,214,604,358,images\litchi002T(4).jpg,True,0.7537587667768562,False
4374,litchi,1,27,litchi002T(5),0,450,239,595,389,images\litchi002T(5).jpg,True,0.7805993956173822,False
4375,litchi,1,28,litchi002T(6),0,469,246,621,386,images\litchi002T(6).jpg,True,0.7339680437302465,False
4376,litchi,1,29,litchi002T(7),0,451,227,589,360,images\litchi002T(7).jpg,True,0.73559351513767,False
4377,litchi,1,30,litchi002T(8),0,454,256,586,397,images\litchi002T(8).jpg,True,0.7640197964795674,False
4378,litchi,1,31,litchi003S(1),0,496,296,630,414,images\litchi003S(1).jpg,True,0.7409978316395429,False
4379,litchi,1,32,litchi003S(2),0,482,320,601,437,images\litchi003S(2).jpg,True,0.7179881052111897,False
4380,litchi,1,33,litchi003S(3),0,468,315,589,425,images\litchi003S(3).jpg,True,0.7465814157544279,False
4381,litchi,1,34,litchi003S(4),0,507,299,629,416,images\litchi003S(4).jpg,True,0.7172166266319847,False
4382,litchi,1,35,litchi003S(5),0,480,334,610,449,images\litchi003S(5).jpg,True,0.7400674159980416,False
4383,litchi,1,36,litchi003S(6),0,495,292,616,413,images\litchi003S(6).jpg,True,0.7195425230250021,False
4384,litchi,1,37,litchi003S(7),0,493,274,629,392,images\litchi003S(7).jpg,True,0.7355205091219441,False
4385,litchi,1,38,litchi003S(8),0,482,292,600,407,images\litchi003S(8).jpg,True,0.7284222371956677,False
4386,litchi,1,39,litchi003T(1),0,492,274,633,424,images\litchi003T(1).jpg,True,0.7738804065227263,False
4387,litchi,1,40,litchi003T(2),0,420,257,592,400,images\litchi003T(2).jpg,True,0.7165658929371286,False
4388,litchi,1,41,litchi003T(3),0,426,299,573,463,images\litchi003T(3).jpg,True,0.7521422815777654,False
4389,litchi,1,42,litchi003T(4),0,433,255,598,416,images\litchi003T(4).jpg,True,0.7526271946726493,False
4390,litchi,1,43,litchi003T(5),0,447,269,589,428,images\litchi003T(5).jpg,True,0.7386720299038747,False
4391,litchi,1,44,litchi003T(6),0,469,270,619,393,images\litchi003T(6).jpg,True,0.7817599104264463,False
4392,litchi,1,45,litchi003T(7),0,484,256,615,402,images\litchi003T(7).jpg,True,0.7158580847699751,False
4393,litchi,1,46,litchi003T(8),0,462,254,610,400,images\litchi003T(8).jpg,True,0.7060531789664558,False
4394,litchi,1,47,litchi004S(1),0,473,307,584,410,images\litchi004S(1).jpg,True,0.7933634004667607,False
4395,litchi,1,48,litchi004S(2),0,510,305,638,421,images\litchi004S(2).jpg,True,0.7096614131921011,False
4396,litchi,1,49,litchi004S(3),0,492,326,624,440,images\litchi004S(3).jpg,True,0.6929061784897026,False
4397,litchi,1,50,litchi004S(4),0,504,317,636,425,images\litchi004S(4).jpg,True,0.7486703685866842,False
4398,litchi,1,51,litchi004S(5),0,498,320,616,440,images\litchi004S(5).jpg,True,0.7206082625246908,False
4399,litchi,1,52,litchi004S(6),0,487,327,608,435,images\litchi004S(6).jpg,True,0.758199485052309,False
4400,litchi,1,53,litchi004S(7),0,528,312,651,418,images\litchi004S(7).jpg,True,0.7656753584570486,False
4401,litchi,1,54,litchi004S(8),0,486,306,613,415,images\litchi004S(8).jpg,True,0.713098202163873,False
4402,litchi,1,55,litchi004T(1),0,486,320,652,470,images\litchi004T(1).jpg,True,0.7630441732702293,False
4403,litchi,1,56,litchi004T(2),0,440,215,587,373,images\litchi004T(2).jpg,True,0.7402161058492097,False
4404,litchi,1,57,litchi004T(3),0,516,244,680,397,images\litchi004T(3).jpg,True,0.7337469614321388,False
4405,litchi,1,58,litchi004T(4),0,473,265,623,422,images\litchi004T(4).jpg,True,0.7680519947654749,False
4406,litchi,1,59,litchi004T(5),0,432,278,578,412,images\litchi004T(5).jpg,True,0.718946868946869,False
4407,litchi,1,60,litchi004T(6),0,473,242,599,378,images\litchi004T(6).jpg,True,0.7575150460246036,False
4408,litchi,1,61,litchi004T(7),0,459,295,600,425,images\litchi004T(7).jpg,True,0.7383378218457448,False
4409,litchi,1,62,litchi004T(8),0,493,274,637,429,images\litchi004T(8).jpg,True,0.7475289577695889,False
4410,litchi,1,63,litchi005S(1),0,445,333,573,447,images\litchi005S(1).jpg,True,0.6855090431015682,False
4411,litchi,1,64,litchi005S(2),0,485,301,606,415,images\litchi005S(2).jpg,True,0.7411810457373142,False
4412,litchi,1,65,litchi005S(3),0,517,308,647,420,images\litchi005S(3).jpg,True,0.7470234673425948,False
4413,litchi,1,66,litchi005S(4),0,498,312,614,427,images\litchi005S(4).jpg,True,0.7044554776155394,False
4414,litchi,1,67,litchi005S(5),0,501,306,625,421,images\litchi005S(5).jpg,True,0.7092678200810756,False
4415,litchi,1,68,litchi005S(6),0,509,276,627,383,images\litchi005S(6).jpg,True,0.7619213787062044,False
4416,litchi,1,69,litchi005S(7),0,512,317,632,426,images\litchi005S(7).jpg,True,0.7614870655157018,False
4417,litchi,1,70,litchi005S(8),0,499,329,613,436,images\litchi005S(8).jpg,True,0.7691237596499059,False
4418,litchi,1,71,litchi005T(1),0,484,268,631,413,images\litchi005T(1).jpg,True,0.7613662866711582,False
4419,litchi,1,72,litchi005T(2),0,493,320,625,447,images\litchi005T(2).jpg,True,0.7439625512022768,False
4420,litchi,1,73,litchi005T(3),0,523,245,661,399,images\litchi005T(3).jpg,True,0.7316351499558548,False
4421,litchi,1,74,litchi005T(4),0,455,277,601,412,images\litchi005T(4).jpg,True,0.7142340314007327,False
4422,litchi,1,75,litchi005T(5),0,476,275,622,429,images\litchi005T(5).jpg,True,0.7344952796249437,False
4423,litchi,1,76,litchi005T(6),0,474,261,634,406,images\litchi005T(6).jpg,True,0.7280629599833346,False
4424,litchi,1,77,litchi005T(7),0,505,290,642,435,images\litchi005T(7).jpg,True,0.758149660157307,False
4425,litchi,1,78,litchi005T(8),0,461,231,606,376,images\litchi005T(8).jpg,True,0.7222246524553855,False
4426,mango,1,1,mango001S(1),0,435,307,620,462,images\mango001S(1).jpg,True,0.7706946414569477,False
4427,mango,1,2,mango001S(2),0,397,333,594,495,images\mango001S(2).jpg,True,0.7525192533493033,False
4428,mango,1,3,mango001S(3),0,362,282,606,434,images\mango001S(3).jpg,True,0.7870423956038122,False
4429,mango,1,4,mango001S(4),0,403,259,661,416,images\mango001S(4).jpg,True,0.768664653710182,False
4430,mango,1,5,mango001S(5),0,415,333,607,489,images\mango001S(5).jpg,True,0.7391656830267425,False
4431,mango,1,6,mango001S(6),0,412,254,659,403,images\mango001S(6).jpg,True,0.7432514918651129,False
4432,mango,1,7,mango001S(7),0,438,289,625,440,images\mango001S(7).jpg,True,0.7655015217771712,False
4433,mango,1,8,mango001S(8),0,406,275,674,435,images\mango001S(8).jpg,True,0.748892236672809,False
4434,mango,1,9,mango001T(1),0,366,328,626,512,images\mango001T(1).jpg,True,0.7624535059859467,False
4435,mango,1,10,mango001T(2),0,385,261,551,488,images\mango001T(2).jpg,True,0.771420310159905,False
4436,mango,1,11,mango001T(3),0,320,298,554,457,images\mango001T(3).jpg,True,0.7391959100490215,False
4437,mango,1,12,mango001T(4),0,343,229,606,428,images\mango001T(4).jpg,True,0.7300459939810395,False
4438,mango,1,13,mango001T(5),0,421,277,549,457,images\mango001T(5).jpg,True,0.7363545075793341,False
